,Unnamed: 0,post_title_texts,post_prices,sqfts,post_links,bedroom_counts,post_hoods,post_timing,No_of_bathrooms,No_of_bedrooms,latitude,longitude,pet,laundry,parking,floor,Apartment_type,smoking
1310,1310,"1303 S. Broad  Large One Bedroom ,Marble Bath",1300,,https://philadelphia.craigslist.org/apa/d/1303-broad-large-one-bedroom-marble-bath/7275946559.html,1.0, (South Phila/ Center City),2021-02-17 15:10, 1Ba,1BR ,39.9362,-75.1563,both pets,on site,no,nan,multi,no smoking
1311,1311,"620 S. 3rd. One Bedroom, Private Deck",1250,,https://philadelphia.craigslist.org/apa/d/philadelphia-620-3rd-one-bedroom/7272980614.html,1.0, (Queen Village),2021-02-17 15:10, 1Ba,1BR ,39.941242,-75.147643,both pets,on site,no,nan,multi,no smoking
1312,1312,"Luxury Two Bedroom, One Bath",1900,,https://philadelphia.craigslist.org/apa/d/luxury-two-bedroom-one-bath/7275440893.html,2.0, (Queens Village),2021-02-17 15:09, 1Ba,2BR ,39.9362,-75.1563,cats,in unit,no,nan,multi,no smoking
1313,1313,"615-21 S.6th st Luxury Two Bedroom, Two Bath",2000,,https://philadelphia.craigslist.org/apa/d/s6th-st-luxury-two-bedroom-two-bath/7276448057.html,2.0, (Queens Village),2021-02-17 15:09, 2Ba,2BR ,39.9362,-75.1563,cats,in unit,no,wood,multi,no smoking
1314,1314,1133 Marlborough St. One Bedroom.,1000,,https://philadelphia.craigslist.org/apa/d/philadelphia-1133-marlborough-st-one/7264512450.html,1.0, (fishtown),2021-02-17 15:09, 1Ba,1BR ,39.9788,-75.1262,cats,on site,no,wood,multi,no smoking
1315,1315,"W/D Hook Ups , Cable Ready, Private Parking",940,790.0,https://philadelphia.craigslist.org/apa/d/philadelphia-d-hook-ups-cable-ready/7274571303.html,1.0," (6242 Roosevelt Boulevard, Philadelphia, PA)",2021-02-17 15:08, 1Ba,1BR ,40.03458,-75.073844,both pets,no laundry,proctected,nan,multi,nan
1316,1316,*FREE RENT 3 MONTHS ON AN 18 MONTH LEASE!!!!,1550,1050.0,https://philadelphia.craigslist.org/apa/d/philadelphia-free-rent-months-on-an-18/7277799400.html,, (Northern Liberties/South Kensington Area),2021-02-17 15:07, 1Ba,0BR ,39.971727,-75.144661,both pets,on site,off-street,wood,multi,nan
1317,1317,"Spacious Floorplans, Large Closet, Smart Apartments",1480,338.0,https://philadelphia.craigslist.org/apa/d/philadelphia-spacious-floorplans-large/7275997026.html,," (1401 Arch Street, Philadelphia, PA)",2021-02-17 15:04, 1Ba,0BR ,39.954424,-75.163215,both pets,in unit,no,nan,multi,no smoking
1318,1318,…. Foodies Dream…. Live By Philly’s Finest Restaurant Scene! 🍝🍱🥘,2145,656.0,https://philadelphia.craigslist.org/apa/d/philadelphia-foodies-dream-live-by/7278828177.html,1.0, (1050 N Hancock St - Northern Liberties),2021-02-17 15:02, 1Ba,1BR ,39.969515,-75.139578,both pets,in unit,no,nan,multi,nan
1319,1319,Stunning Condo in The Aria Building,1900,777.0,https://philadelphia.craigslist.org/apa/d/philadelphia-stunning-condo-in-the-aria/7278836004.html,1.0, (Center City),2021-02-17 14:57, 1Ba,1BR ,39.948415,-75.166191,no pet,in unit,no,nan,multi,nan
1320,1320,"601 Morton Ave Unit A4, Ridley Park, PA 19078",1025,675.0,https://philadelphia.craigslist.org/apa/d/folsom-601-morton-ave-unit-a4-ridley/7269244935.html,1.0, (Ridley Park),2021-02-17 14:57, 1Ba,1BR ,39.883712,-75.325432,both pets,on site,off-street,wood,multi,nan
1321,1321,"7179 Glenloch St, Philadelphia, PA - Apartment for Rent",1000,800.0,https://philadelphia.craigslist.org/apa/d/philadelphia-7179-glenloch-st/7271051220.html,2.0, (Philadelphia),2021-02-17 14:57, 1Ba,2BR ,40.030682,-75.038507,both pets,in unit,no,wood,multi,nan
1322,1322,"3577 Richmond St, Philadelphia PA 19134 - For Rent",1275,1400.0,https://philadelphia.craigslist.org/apa/d/philadelphia-3577-richmond-st/7275171999.html,3.0, (Philadelphia PA),2021-02-17 14:57, 1Ba,3BR ,39.987635,-75.092414,both pets,on site,no,nan,single,nan
1323,1323,"435 E Wildey St, Philadelphia PA 19125 - For Rent",2050,1066.0,https://philadelphia.craigslist.org/apa/d/philadelphia-435-wildey-st-philadelphia/7275175829.html,3.0, (Philadelphia PA),2021-02-17 14:57, 2Ba,3BR ,39.969424,-75.128807,both pets,on site,no,nan,single,nan
1324,1324,FREE MONTH! -2229 Memphis St - Fishtown Home For Rent!,1995,1218.0,https://philadelphia.craigslist.org/apa/d/philadelphia-free-month-memphis-st/7277711677.html,4.0," (Philadelphia, PA)",2021-02-17 14:56, 1.5Ba,4BR ,39.978234,-75.127293,both pets,in unit,no,nan,single,nan
1325,1325,"Smoke Detectors, On-Site Laundry Facilities, Cable Ready",1100,800.0,https://philadelphia.craigslist.org/apa/d/cheltenham-smoke-detectors-on-site/7278825507.html,1.0," (6000 Tabor Avenue, Philadelphia, PA)",2021-02-17 14:56, 1Ba,1BR ,40.042487,-75.096603,both pets,on site,no,nan,multi,nan
1326,1326,1BD 1BA - Love Your River View,1392,686.0,https://philadelphia.craigslist.org/apa/d/norristown-1bd-1ba-love-your-river-view/7273207410.html,1.0," (1876 Minutemen Ln, Eagleville, PA, US)",2021-02-17 14:55, 1Ba,1BR ,40.1496,-75.3796,both pets,in unit,off-street,nan,multi,nan
1327,1327,Apartment for Rent 2nd Floor Laundry,1450,,https://philadelphia.craigslist.org/apa/d/upper-darby-apartment-for-rent-2nd/7268502256.html,2.0, (Upper Darby),2021-02-17 14:55, 1Ba,2BR ,39.9579,-75.2681,cats,on site,off-street,nan,multi,nan
1328,1328,👌 Philadelphia 101 👌 the VISION. the LOOK. the LIFE,1756,660.0,https://philadelphia.craigslist.org/apa/d/bala-cynwyd-philadelphia-101-the-vision/7278827271.html,1.0, (3902 City Ave),2021-02-17 14:54, 1Ba,1BR ,40.008551,-75.210766,both pets,in unit,proctected,nan,multi,nan
1329,1329,Newly Renovated 2 Bedroom 2nd Floor Apartment.,1000,,https://philadelphia.craigslist.org/apa/d/philadelphia-newly-renovated-bedroom/7278833687.html,2.0, (West Philadelphia),2021-02-17 14:53, 1Ba,2BR ,39.9448,-75.2288,cats,in unit,no,nan,multi,nan
1330,1330,Apartment of Rent 1st floor 2 rooms basement,1150,,https://philadelphia.craigslist.org/apa/d/upper-darby-apartment-of-rent-1st-floor/7268504432.html,2.0, (Upper Darby),2021-02-17 14:52, 1Ba,2BR ,39.9579,-75.2681,no pet,in unit,off-street,nan,multi,nan
1331,1331,Are You Ready For Something New? Get Ready For Presidential City!,1258,415.0,https://philadelphia.craigslist.org/apa/d/bala-cynwyd-are-you-ready-for-something/7278826579.html,, (3902 City Ave),2021-02-17 14:46, 1Ba,0BR ,40.008551,-75.210766,both pets,in unit,proctected,nan,multi,nan
1332,1332,Top 5 Reasons Why You Should…,2160,970.0,https://philadelphia.craigslist.org/apa/d/bala-cynwyd-top-reasons-why-you-should/7278823897.html,2.0, (3902 City Ave),2021-02-17 14:46, 2Ba,2BR ,40.008551,-75.210766,both pets,in unit,proctected,nan,multi,nan
1333,1333,Newly renovated apartment just above the intersection of 7th and South,1775,,https://philadelphia.craigslist.org/apa/d/philadelphia-newly-renovated-apartment/7278815235.html,2.0, (philadelphia),2021-02-17 14:45, 2Ba,2BR ,39.942205,-75.153916,no pet,in unit,no,nan,multi,no smoking
1334,1334,Luxury 2BR/3Bthrm apt. in Manayunk with Htd Garage,1995,1400.0,https://philadelphia.craigslist.org/apa/d/philadelphia-luxury-2br-3bthrm-apt-in/7278828145.html,2.0, (Manayunk/Phila.),2021-02-17 14:44, 3Ba,2BR ,40.025834,-75.218109,both pets,in unit,proctected,wood,multi,no smoking
1335,1335,$1000 OFF Special 🔥 Only 2 Left! Call NOW B4 Its Gone!  Storage Units,1699,1020.0,https://philadelphia.craigslist.org/apa/d/west-chester-1000-off-special-only-left/7278826675.html,2.0, (West Chester),2021-02-17 14:44, 1.5Ba,2BR ,39.974307,-75.602485,both pets,in unit,off-street,nan,multi,nan
1336,1336,"PRISTINE, SPACIOUS 1 BEDROOM LOFT CONDOMINIUM FOR RENT. 1-CAR SECURE",1650,919.0,https://philadelphia.craigslist.org/apa/d/philadelphia-pristine-spacious-bedroom/7272931051.html,1.0, (627 N 18TH ST #104),2021-02-17 14:43, 1Ba,1BR ,39.9677,-75.1735,both pets,in unit,protected,nan,multi,nan
1337,1337,THE COLONIAL APARTMENTS AT 1100 SPRUCE STREET ARE LOCATED IN WASHINGTO,2230,1000.0,https://philadelphia.craigslist.org/apa/d/philadelphia-the-colonial-apartments-at/7272407422.html,2.0, (1100 SPRUCE ST #3D),2021-02-17 14:43, 2Ba,2BR ,39.9487,-75.1593,both pets,in unit,no,nan,multi,nan
1338,1338,"THIS IS A CORNER HOUSE APARTMENT WITH BACK YARD AND PRIVATE BALCONY,",1650,2284.0,https://philadelphia.craigslist.org/apa/d/philadelphia-this-is-corner-house/7272925685.html,2.0, (232 BROWN ST),2021-02-17 14:42, 1.5Ba,2BR ,39.966,-75.151,no pet,on site,no,nan,single,nan
1339,1339,"Newly Remodeled 2nd Floor 2 Bedroom, 2 Bath",1000,900.0,https://philadelphia.craigslist.org/apa/d/philadelphia-newly-remodeled-2nd-floor/7277646756.html,2.0," (Philadelphia, PA)",2021-02-17 14:42, 2Ba,2BR ,40.0018,-75.1179,no pet,in unit,off-street,nan,multi,nan
1340,1340,CHARMING 1BR/1BA APT- BLOCKS AWAY FROM TRAIN STATION!,950,500.0,https://philadelphia.craigslist.org/apa/d/bala-cynwyd-charming-1br-1ba-apt-blocks/7278827045.html,1.0, (Manayunk),2021-02-17 14:42, 1Ba,1BR ,40.017408,-75.20892,no pet,on site,no,wood,multi,no smoking
1341,1341,"Playground, Speak Easy Wine Room, Garages",1620,836.0,https://philadelphia.craigslist.org/apa/d/west-chester-playground-speak-easy-wine/7277851662.html,1.0," (1000 Skiles Boulevard, West Chester, PA, US)",2021-02-17 14:41, 1Ba,1BR ,39.929855,-75.582336,both pets,in unit,off-street,nan,multi,no smoking
1342,1342,"Upgraded Eat-In Kitchen, Full Basement, W/D Hook Ups",940,790.0,https://philadelphia.craigslist.org/apa/d/philadelphia-upgraded-eat-in-kitchen/7278814803.html,1.0," (6242 Roosevelt Boulevard, Philadelphia, PA)",2021-02-17 14:41, 1Ba,1BR ,40.03458,-75.073844,both pets,no laundry,proctected,nan,multi,nan
1343,1343,✷Nice 1 bedroom unit ✷,1200,927.0,https://philadelphia.craigslist.org/apa/d/philadelphia-nice-bedroom-unit/7277646762.html,1.0, (Philadelphia),2021-02-17 14:40, 1Ba,1BR ,40.0018,-75.1179,no pet,in unit,off-street,nan,multi,nan
1344,1344,"Kitchen islands available in select apartments, USB wall outlets",2245,642.0,https://philadelphia.craigslist.org/apa/d/philadelphia-kitchen-islands-available/7278824868.html,1.0, (philadelphia),2021-02-17 14:38, 1Ba,1BR ,39.951044,-75.158445,both pets,in unit,proctected,nan,multi,no smoking
1345,1345,Fairmount/Art Museum studio with loft,1100,,https://philadelphia.craigslist.org/apa/d/philadelphia-fairmount-art-museum/7278824599.html,1.0, (Fairmount),2021-02-17 14:38, 1Ba,1BR ,39.967843,-75.176903,no pet,no laundry,no,nan,multi,nan
1346,1346,Champlost Newly Renovated One Bedroom Apartment,820,,https://philadelphia.craigslist.org/apa/d/philadelphia-champlost-newly-renovated/7276014994.html,1.0, (1806 W Champlost St),2021-02-17 14:37, 1Ba,1BR ,40.044991,-75.149792,no pet,on site,no,nan,multi,nan
1347,1347,"Newly Renovated /Ctrl. AC/Parki""HEAT INCLUDED""Great Location/Must See!",1100,,https://philadelphia.craigslist.org/apa/d/newly-renovated-ctrl-ac-parkiheat/7275597051.html,1.0, (Roxborough/Manayunk),2021-02-17 14:36, 1Ba,1BR ,40.039443,-75.229779,cats,on site,off-street,nan,multi,nan
1348,1348,"Spacious Apt./Parking ""Great Location"" Must See! Move-In Special!",950,,https://philadelphia.craigslist.org/apa/d/philadelphia-spacious-apt-parking-great/7275596322.html,1.0, (ROXBOROUGH/MANAYUNK),2021-02-17 14:36, 1Ba,1BR ,40.043359,-75.236519,no pet,on site,off-street,nan,multi,nan
1349,1349,Make your den more ZEN,2006,985.0,https://philadelphia.craigslist.org/apa/d/west-chester-make-your-den-more-zen/7278816684.html,1.0, (West Chester),2021-02-17 14:36, 1Ba,1BR ,39.9441,-75.5882,both pets,in unit,proctected,nan,multi,nan
1350,1350,"Spacious Apt./Parking ""Great Location"" Must See! Move-In Special!",1150,,https://philadelphia.craigslist.org/apa/d/philadelphia-spacious-apt-parking-great/7275595100.html,2.0, (ROXBOROUGH/MANAYUNK),2021-02-17 14:36, 1Ba,2BR ,40.043359,-75.236519,cats,on site,off-street,nan,multi,nan
1351,1351,Fairmount STUDIO with PATIO,1100,,https://philadelphia.craigslist.org/apa/d/philadelphia-fairmount-studio-with-patio/7278822890.html,1.0, (Fairmount/Art Museum),2021-02-17 14:35, 1Ba,1BR ,39.96755,-75.176868,no pet,no laundry,no,nan,multi,no smoking
1352,1352,Convenient studio in heart of Fairmount,975,,https://philadelphia.craigslist.org/apa/d/philadelphia-convenient-studio-in-heart/7278821707.html,1.0, (Fairmount),2021-02-17 14:33, 1Ba,1BR ,39.967541,-75.176868,no pet,no laundry,no,nan,multi,nan
1353,1353,BEAUTIFUL NAVAL SQUARE 2 BEDROOM CONDO WITH INCLUDED PARKING SPACE INC,2300,721.0,https://philadelphia.craigslist.org/apa/d/philadelphia-beautiful-naval-square/7272407439.html,2.0, (1 ACADEMY CIR #211),2021-02-17 14:32, 1Ba,2BR ,39.9379,-75.1794,no pet,on site,no,nan,multi,nan
1354,1354,"THIS 1 BEDROOM, 1 BATHROOM APARTMENT OFFERS AN OPEN EAT-IN KITCHEN",1501,620.0,https://philadelphia.craigslist.org/apa/d/philadelphia-this-bedroom-bathroom/7272444747.html,1.0, (1605 SANSOM ST),2021-02-17 14:32, 1Ba,1BR ,39.9513,-75.1741,both pets,in unit,no,nan,multi,nan
1355,1355,"Laundry in Unit, Clubhouse with Game Room, BBQ and Picnic Areas",2196,1095.0,https://philadelphia.craigslist.org/apa/d/concordville-laundry-in-unit-clubhouse/7278819990.html,2.0, (Glen Mills),2021-02-17 14:30, 2Ba,2BR ,39.881383,-75.523257,both pets,in unit,off-street,nan,multi,no smoking
1356,1356,"Prime location, sunny spacious units, walkable, pet friendly",2840,1118.0,https://philadelphia.craigslist.org/apa/d/philadelphia-prime-location-sunny/7275538773.html,2.0, (Graduate Hospital),2021-02-17 14:30, 2Ba,2BR ,39.945513,-75.172173,both pets,in unit,off-street,nan,multi,no smoking
1357,1357,"CHECK OUT THIS MUST SEE 2 BEDROOM, 2 BATH APARTMENT WITH AMAZING URBAN",2315,1038.0,https://philadelphia.craigslist.org/apa/d/philadelphia-check-out-this-must-see/7272446005.html,2.0, (234 N COLUMBUS BLVD #402),2021-02-17 14:28, 2Ba,2BR ,39.9474,-75.1473,both pets,in unit,no,nan,multi,nan
1358,1358,URBAN CHARM AND SPACIOUS FLOORPLANS WITH HARDWOOD FLOORING THROUGHOUT!,1415,600.0,https://philadelphia.craigslist.org/apa/d/philadelphia-urban-charm-and-spacious/7272927866.html,1.0, (723 SPRUCE ST #2F),2021-02-17 14:28, 1Ba,1BR ,39.9474,-75.1473,both pets,on site,no,nan,multi,nan
1359,1359,URBAN CHARM AND SPACIOUS FLOORPLANS WITH HARDWOOD FLOORING THROUGHOUT,1495,600.0,https://philadelphia.craigslist.org/apa/d/philadelphia-urban-charm-and-spacious/7272444709.html,1.0, (721 SPRUCE ST #1B),2021-02-17 14:28, 1Ba,1BR ,39.9474,-75.1473,both pets,on site,no,nan,multi,nan
1360,1360,"On Site Management , Eat In Kitchen, Laundry on SIte",1025,1000.0,https://philadelphia.craigslist.org/apa/d/philadelphia-on-site-management-eat-in/7277758716.html,2.0," (5600 Ogontz Avenue, Philadelphia, PA)",2021-02-17 14:27, 1Ba,2BR ,40.038971,-75.149988,cats,on site,proctected,nan,multi,nan
1361,1361,"Convenient Location, Resort Style Pool, Laundry in Unit",2053,1330.0,https://philadelphia.craigslist.org/apa/d/lansdale-convenient-location-resort/7278817097.html,2.0, (Lansdale),2021-02-17 14:25, 2Ba,2BR ,40.226234,-75.283466,both pets,in unit,proctected,nan,multi,nan
1362,1362,"Rent - Elevator Bdg, 1 BED, INCLUDES 2 MONTHS FREE PARKING, GYM, Pet",1425,745.0,https://philadelphia.craigslist.org/apa/d/philadelphia-rent-elevator-bdg-bed/7278817047.html,1.0, (Art Museum  -  Fairmount  -  Francisville),2021-02-17 14:25, 1Ba,1BR ,39.970655,-75.163237,both pets,in unit,proctected,wood,multi,nan
1363,1363,"Quartz Countertops, Pet Spa Station, Separate Dining Area",1575,399.0,https://philadelphia.craigslist.org/apa/d/philadelphia-quartz-countertops-pet-spa/7274980342.html,," (1401 Arch Street, Philadelphia, PA)",2021-02-17 14:24, 1Ba,0BR ,39.954424,-75.163215,both pets,in unit,no,nan,multi,no smoking
1364,1364,"Convenient Location, Coffee Service, Pet Friendly",1725,1078.0,https://philadelphia.craigslist.org/apa/d/bridgeport-convenient-location-coffee/7278815064.html,3.0, (Norristown),2021-02-17 14:22, 2Ba,3BR ,40.110645,-75.324535,both pets,in unit,no,nan,multi,no smoking
1365,1365,"Designer Cabinets, Enclosed Glass Showers, Community Room",2155,1134.0,https://philadelphia.craigslist.org/apa/d/valley-forge-designer-cabinets-enclosed/7277849470.html,2.0, (King of Prussia),2021-02-17 14:21, 2Ba,2BR ,40.099007,-75.411432,both pets,in unit,proctected,nan,multi,no smoking
1366,1366,"Studio Deluxe Apartment Home- Open Living Space, GREAT VIEW!",1215,465.0,https://philadelphia.craigslist.org/apa/d/king-of-prussia-studio-deluxe-apartment/7278814331.html,, (King of Prussia),2021-02-17 14:21, 1Ba,0BR ,40.092349,-75.36913,both pets,on site,off-street,nan,multi,no smoking
1367,1367,Newly renovated apartment just above the intersection of 7th and South,1775,,https://philadelphia.craigslist.org/apa/d/philadelphia-newly-renovated-apartment/7278812232.html,2.0, (philadelphia),2021-02-17 14:17, 2Ba,2BR ,39.9362,-75.1563,no pet,in unit,no,nan,multi,no smoking
1368,1368,Beautiful Studio In A Great Location with Stainless steal Appliances,1249,559.0,https://philadelphia.craigslist.org/apa/d/philadelphia-beautiful-studio-in-great/7278805585.html,, (Philadelphia),2021-02-17 14:16, 1Ba,0BR ,39.952141,-75.174199,both pets,in unit,no,nan,multi,no smoking
1369,1369,LOVELY AND IMMACULATE ONE BEDROOM AVAILABLE AT THE PARKWAY CONDOMINIUM,1400,1120.0,https://philadelphia.craigslist.org/apa/d/philadelphia-lovely-and-immaculate-one/7264358441.html,1.0, (ART MUSEUM (BRANDY),2021-02-17 14:16, 1Ba,1BR ,39.9677,-75.1735,both pets,in unit,no,nan,multi,nan
1370,1370,GORGEOUS 1BR APARTMENT IN A HISTORIC BROWNSTONE AT 2017 SPRUCE STREET,1737,700.0,https://philadelphia.craigslist.org/apa/d/philadelphia-gorgeous-1br-apartment-in/7264355415.html,1.0, (RITTENHOUSE SQUARE),2021-02-17 14:16, 1Ba,1BR ,39.9513,-75.1741,both pets,on site,no,nan,multi,nan
1371,1371,NEWER CONSTRUCTION BILEVEL 2 BED 2.5 BATH NEAR SPRING GARDEN ST.,1600,4182.0,https://philadelphia.craigslist.org/apa/d/philadelphia-newer-construction-bilevel/7264356555.html,2.0, (SPRING ARTS),2021-02-17 14:16, 2.5Ba,2BR ,39.966,-75.151,no pet,on site,no,nan,single,nan
1372,1372,Washington Square West Unit-C3,1080,400.0,https://philadelphia.craigslist.org/apa/d/philadelphia-washington-square-west/7264905368.html,, (1122 Spruce Street),2021-02-17 14:15, 1Ba,0BR ,39.946032,-75.160315,both pets,on site,no,nan,multi,nan
1373,1373,Washington Square West Unit-C7,1080,400.0,https://philadelphia.craigslist.org/apa/d/philadelphia-washington-square-west/7266945588.html,, (1122 Spruce Street),2021-02-17 14:15, 1Ba,0BR ,39.946904,-75.161152,both pets,on site,no,nan,multi,nan
1374,1374,PineView Furnished Studio Unit-3F,1180,400.0,https://philadelphia.craigslist.org/apa/d/philadelphia-pineview-furnished-studio/7266945653.html,, (345 S. 13th Street),2021-02-17 14:14, 1Ba,0BR ,39.944502,-75.162031,both pets,on site,no,nan,multi,nan
1375,1375,PineView Furnished Studio Unit-3F,1180,400.0,https://philadelphia.craigslist.org/apa/d/philadelphia-pineview-furnished-studio/7266946437.html,, (345 S. 13th Street),2021-02-17 14:13, 1Ba,0BR ,39.944502,-75.162031,both pets,on site,no,nan,multi,nan
1376,1376,College Manor Unit-3D and Unit-4D,1220,400.0,https://philadelphia.craigslist.org/apa/d/philadelphia-college-manor-unit-3d-and/7267718796.html,, (834 Pine Street),2021-02-17 14:13, 1Ba,0BR ,39.943861,-75.155723,both pets,on site,no,wood,multi,nan
1377,1377,Washington Square West Unit-5,1150,450.0,https://philadelphia.craigslist.org/apa/d/philadelphia-washington-square-west/7268270606.html,1.0, (1126 Spruce Street),2021-02-17 14:13, 1Ba,1BR ,39.946048,-75.158212,both pets,on site,no,wood,multi,nan
1378,1378,Newly Renovated Top Floor Two Bedroom,1855,1184.0,https://philadelphia.craigslist.org/apa/d/glenmoore-newly-renovated-top-floor-two/7278809406.html,2.0," (900 Selwyn Pl, Glenmoore, PA, US)",2021-02-17 14:13, 2Ba,2BR ,40.0846,-75.7711,both pets,in unit,off-street,nan,multi,nan
1379,1379,Large One Bedroom Corner Unit at Hagert Lofts!,1288,630.0,https://philadelphia.craigslist.org/apa/d/philadelphia-large-one-bedroom-corner/7268106600.html,1.0, (Fishtown / Kensington),2021-02-17 14:11, 1Ba,1BR ,39.986723,-75.130613,both pets,in unit,off-street,nan,multi,nan
1380,1380,Where Luxury Meets Convenience,3206,1452.0,https://philadelphia.craigslist.org/apa/d/cherry-hill-where-luxury-meets/7278807850.html,2.0, (Cherry Hill),2021-02-17 14:10, 2Ba,2BR ,39.9308,-75.0175,both pets,in unit,off-street,nan,multi,no smoking
1381,1381,"Guest Suite, Kitchen Island, Spacious Floorplans",2610,845.0,https://philadelphia.craigslist.org/apa/d/philadelphia-guest-suite-kitchen-island/7278807350.html,2.0," (1401 Arch Street, Philadelphia, PA)",2021-02-17 14:09, 2Ba,2BR ,39.954424,-75.163215,both pets,in unit,no,nan,multi,no smoking
1382,1382,1 Bedroom Hamilton $1362.00,1402,686.0,https://philadelphia.craigslist.org/apa/d/norristown-bedroom-hamilton/7267725588.html,1.0," (Valley Forge, King Of Prussia)",2021-02-17 14:07, 1Ba,1BR ,40.1496,-75.3796,both pets,on site,off-street,nan,multi,nan
1383,1383,"Security Camera, Resident Kitchen, Guest Suites",1640,515.0,https://philadelphia.craigslist.org/apa/d/philadelphia-security-camera-resident/7275422850.html,1.0," (100 North 17th Street, Philadelphia, PA)",2021-02-17 14:07, 1Ba,1BR ,39.955008,-75.167989,both pets,in unit,no,nan,multi,no smoking
1384,1384,"Sunny 1 br! 15th&Spruce, new bathrm, AC, hrdwood flrs, tons of light!",1400,,https://philadelphia.craigslist.org/apa/d/philadelphia-sunny-br-15thspruce-new/7278792756.html,1.0, (Rittenhouse),2021-02-17 14:05, 1Ba,1BR ,39.9513,-75.1741,cats,on site,no,nan,multi,no smoking
1385,1385,19th & Waverly - Studio w/ Private Entrance! Courtyard! Available: Now,1000,,https://philadelphia.craigslist.org/apa/d/philadelphia-19th-waverly-studio/7278791881.html,, (Rittenhouse),2021-02-17 14:04, 1Ba,0BR ,39.946085,-75.173165,cats,on site,no,nan,multi,no smoking
1386,1386,Washington Square West Unit-5,1150,450.0,https://philadelphia.craigslist.org/apa/d/philadelphia-washington-square-west/7275715254.html,1.0, (1126 Spruce Street),2021-02-17 14:04, 1Ba,1BR ,39.946887,-75.160851,both pets,on site,no,wood,multi,nan
1387,1387,"Bi-Level 1BR w/ Spiral Stairs, HW Floors,Courtyard 1 mo free",1375,,https://philadelphia.craigslist.org/apa/d/philadelphia-bi-level-1br-spiral-stairs/7278791101.html,1.0, (Rittenhouse),2021-02-17 14:03, 1Ba,1BR ,39.946042,-75.173173,cats,on site,no,nan,multi,no smoking
1388,1388,♛ Fit for a King! 3 bedroom townhome! ♛,2305,1630.0,https://philadelphia.craigslist.org/apa/d/blue-bell-fit-for-king-bedroom-townhome/7278802844.html,3.0," (Blue Bell, Skippack, Plymouth Meeting)",2021-02-17 14:02, 2.5Ba,3BR ,40.146908,-75.304003,no pet,in unit,off-street,nan,single,nan
1389,1389,JUST OFF AVENUE OF THE ARTS! THIS AWESOME LOFTED STUDIO RESIDENCE,1350,700.0,https://philadelphia.craigslist.org/apa/d/philadelphia-just-off-avenue-of-the/7264354294.html,1.0, (Philadelphia),2021-02-17 14:02, 1.5Ba,1BR ,39.9362,-75.1563,both pets,on site,no,nan,multi,nan
1390,1390,THE COLONIAL APARTMENTS AT 1100 SPRUCE STREET ARE LOCATED IN WASHINGTO,2230,1000.0,https://philadelphia.craigslist.org/apa/d/philadelphia-the-colonial-apartments-at/7271914700.html,2.0, (WASHINGTON SQ WEST),2021-02-17 14:02, 2Ba,2BR ,39.9487,-75.1593,both pets,in unit,no,nan,multi,nan
1391,1391,"FOR A LIMITED TIME, 1 MONTH'S FREE RENT IS BEING OFFERED ON THIS UNIT",1825,688.0,https://philadelphia.craigslist.org/apa/d/philadelphia-for-limited-time-months/7275883646.html,2.0, (1011 N HANCOCK ST #PH09),2021-02-17 14:02, 1Ba,2BR ,39.966,-75.151,both pets,in unit,no,nan,multi,nan
1392,1392,"2 bedroom apartment in Cool spring, Wilmington",950,600.0,https://philadelphia.craigslist.org/apa/d/wilmington-bedroom-apartment-in-cool/7268380152.html,2.0, (Wilmington),2021-02-17 14:01, 1Ba,2BR ,39.749,-75.5618,no pet,no laundry,protected,wood,multi,no smoking
1393,1393,Seeking private landlords or properties,900,,https://philadelphia.craigslist.org/apa/d/philadelphia-seeking-private-landlords/7278801242.html,3.0, (Philadelphia),2021-02-17 13:59, 1Ba,3BR ,39.9448,-75.2288,no pet,no laundry,no,nan,single,nan
1394,1394,"On-Site Parking Garage, Eat in Kitchen, On-Site Management Team",895,706.0,https://philadelphia.craigslist.org/apa/d/philadelphia-on-site-parking-garage-eat/7278792752.html,1.0," (5600 Ogontz Avenue, Philadelphia, PA)",2021-02-17 13:59, 1Ba,1BR ,40.038971,-75.149988,cats,on site,proctected,nan,multi,nan
1395,1395,"Handsome Rittenhouse Square Studio, Center City",825,,https://philadelphia.craigslist.org/apa/d/philadelphia-handsome-rittenhouse/7278800802.html,, (19th and Chestnut),2021-02-17 13:59, 1Ba,0BR ,39.952065,-75.172985,cats,on site,no,nan,multi,no smoking
1396,1396,Enclaves Apartment,1485,950.0,https://philadelphia.craigslist.org/apa/d/philadelphia-enclaves-apartment/7278800145.html,2.0, (South Philadelphia),2021-02-17 13:57, 2Ba,2BR ,39.9227,-75.1812,both pets,in unit,off-street,nan,multi,nan
1397,1397,"Unique, Vintage 1 BR w/ Ornate Details, Hardwood Flooring & High Ceili",1450,,https://philadelphia.craigslist.org/apa/d/philadelphia-unique-vintage-br-ornate/7278782671.html,1.0, (Rittenhouse),2021-02-17 13:55, 1Ba,1BR ,39.94758,-75.169614,cats,on site,no,nan,multi,no smoking
1398,1398,START THE NEW YEAR IN THIS FABULOUS 3 BEDROOM WITH FOREVER VIEWS OF TH,2995,1600.0,https://philadelphia.craigslist.org/apa/d/philadelphia-start-the-new-year-in-this/7275885887.html,3.0, (2201 PENNSYLVANIA AVE #807),2021-02-17 13:54, 2Ba,3BR ,39.9677,-75.1735,both pets,on site,no,nan,multi,nan
