,Unnamed: 0,post_title_texts,post_prices,sqfts,post_links,bedroom_counts,post_hoods,post_timing,No_of_bathrooms,No_of_bedrooms,latitude,longitude,pet,laundry,parking,floor,Apartment_type,smoking
748,748,"4 BED, 2.5 BATH UPDATED PROPERTY IN DESIRABLE FISHTOWN/POPLAR SECTION!",2700,2400.0,https://philadelphia.craigslist.org/apa/d/philadelphia-bed-25-bath-updated/7279111977.html,4.0, (1119 LEMON ST),2021-02-18 09:02, 2.5Ba,4BR ,39.966,-75.151,both pets,on site,proctected,nan,single,nan
749,749,"EACH APARTMENT HAS IN-UNIT LAUNDRY, HARDWOOD FLOORS, STAINLESS STEEL A",1625,39347.0,https://philadelphia.craigslist.org/apa/d/philadelphia-each-apartment-has-in-unit/7279111914.html,1.0, (1133-39 E COLUMBIA AVE #103),2021-02-18 09:02, 1Ba,1BR ,39.9788,-75.1262,both pets,on site,proctected,nan,multi,nan
750,750,DREAM APARTMENT! 1 BED 1 BATH!,1795,577.0,https://philadelphia.craigslist.org/apa/d/philadelphia-dream-apartment-bed-bath/7279111647.html,1.0, (Passyunk Square),2021-02-18 09:02, 1Ba,1BR ,39.933644,-75.166684,both pets,in unit,no,wood,multi,nan
751,751,Walk to PENN & DREXEL | YARD! Front porch! UNIVERSITY CITY!!!,1150,900.0,https://philadelphia.craigslist.org/apa/d/philadelphia-walk-to-penn-drexel-yard/7279111811.html,2.0," (University City, Upenn, PENN, Drexel)",2021-02-18 09:02, 1Ba,2BR ,39.961461,-75.202832,both pets,in unit,no,nan,multi,nan
752,752,Fully Furnished Studios Available Today!!!,2100,,https://philadelphia.craigslist.org/apa/d/bensalem-fully-furnished-studios/7279110796.html,, (Bensalem),2021-02-18 08:59, 1Ba,0BR ,40.116742,-74.960137,both pets,on site,off-street,nan,multi,no smoking
753,753,Rare opportunity to live in center of historic MAPLEWOOD MALL,1200,1200.0,https://philadelphia.craigslist.org/apa/d/philadelphia-rare-opportunity-to-live/7279110461.html,3.0, (Germantown),2021-02-18 08:58, 2Ba,3BR ,40.0338,-75.1731,cats,in unit,no,nan,multi,nan
754,754,NEW CONSTRUCTION 3BR 3BA BI-LEVEL UNIT IN NORRIS SQUARE!!!,2200,,https://philadelphia.craigslist.org/apa/d/philadelphia-new-construction-3br-3ba/7279100094.html,3.0, (Norris Square),2021-02-18 08:54, 3Ba,3BR ,39.983688,-75.145671,both pets,in unit,no,nan,multi,nan
755,755,THE BEAUTIFUL KITCHEN COMES EQUIPPED WITH A BUILT-IN MICROWAVE,1500,2709.0,https://philadelphia.craigslist.org/apa/d/philadelphia-the-beautiful-kitchen/7279109015.html,1.0, (1419 POPLAR ST #2),2021-02-18 08:53, 1Ba,1BR ,39.9677,-75.1735,both pets,on site,no,nan,multi,nan
756,756,"❄️Balcony, W/D, PETS, D/W, Gym, Snow Removal❄️",1365,720.0,https://philadelphia.craigslist.org/apa/d/west-chester-balcony-d-pets-w-gym-snow/7279108673.html,1.0," (Near Exton, Malvern, Downingtown)",2021-02-18 08:52, 1Ba,1BR ,39.96915,-75.561175,both pets,in unit,off-street,nan,multi,nan
757,757,Beautiful 2 Bdr Ft Washington Twin,1575,1200.0,https://philadelphia.craigslist.org/apa/d/fort-washington-beautiful-bdr-ft/7266039326.html,2.0, (Fort Washington),2021-02-18 08:51, 1.5Ba,2BR ,40.143318,-75.205338,both pets,in unit,off-street,carpet,double,nan
758,758,"Cable/Satellite TV, Executive Business Center, Garbage disposal",2314,1394.0,https://philadelphia.craigslist.org/apa/d/west-chester-cable-satellite-tv/7276061598.html,3.0," (1000 Skiles Boulevard, West Chester, PA, US)",2021-02-18 08:48, 2Ba,3BR ,39.929855,-75.582336,both pets,in unit,off-street,nan,multi,no smoking
759,759,ONE BEDROOM APARTMENT FOR RENT IN CENTER CITY,1295,800.0,https://philadelphia.craigslist.org/apa/d/philadelphia-one-bedroom-apartment-for/7279103520.html,, (1234 PINE ST #2ND FLOOR),2021-02-18 08:47, 1Ba,0BR ,39.9487,-75.1593,no pet,on site,no,nan,multi,nan
760,760,Camelot Apartments - STUDIO  - Walk to Drexel & UPenn,995,500.0,https://philadelphia.craigslist.org/apa/d/philadelphia-camelot-apartments-studio/7268619824.html,, (University City / Powelton Village),2021-02-18 08:44, 1Ba,0BR ,39.962607,-75.194297,both pets,on site,no,nan,multi,nan
761,761,POSSIBLY THE BEST DEAL FOR A ONE BEDROOM ONE BATHROOM APARTMENT,1250,1440.0,https://philadelphia.craigslist.org/apa/d/philadelphia-possibly-the-best-deal-for/7279103579.html,1.0, (424 S 20TH ST #1),2021-02-18 08:44, 1Ba,1BR ,39.9379,-75.1794,both pets,on site,no,nan,multi,nan
762,762,"Newly rehabbed 2 bd -1ba apt located on a beautiful, clea",1900,1200.0,https://philadelphia.craigslist.org/apa/d/philadelphia-newly-rehabbed-bd-1ba-apt/7279105848.html,2.0, (graduate hospital),2021-02-18 08:42, 1Ba,2BR ,39.943291,-75.173783,both pets,in unit,no,wood,multi,no smoking
763,763,You Deserve to Love the Place You Call Home!,1389,714.0,https://philadelphia.craigslist.org/apa/d/royersford-you-deserve-to-love-the/7279105797.html,1.0," (100 Hunsberger Drive Limerick, PA)",2021-02-18 08:42, 1Ba,1BR ,40.235417,-75.535466,both pets,in unit,proctected,nan,multi,no smoking
764,764,A LUXURY DOORMAN BUILDING WITH RECENTLY RENOVATED ENTRY,1450,548.0,https://philadelphia.craigslist.org/apa/d/philadelphia-luxury-doorman-building/7279103621.html,1.0, (2018-32 WALNUT ST #26F),2021-02-18 08:34, 1Ba,1BR ,39.9513,-75.1741,no pet,on site,no,nan,multi,nan
765,765,THIS CONDOMINIUM IS A MUST SEE WITH 14' CEILING HEIGHTS,1300,689.0,https://philadelphia.craigslist.org/apa/d/philadelphia-this-condominium-is-must/7279103597.html,1.0, (511-19 N BROAD ST #405),2021-02-18 08:34, 1Ba,1BR ,39.966,-75.151,both pets,on site,no,nan,multi,nan
766,766,LUXURY STUDIO APARTMENT IN PRIME OLD CITY LOCATION WITH ACCESS TO I-95,1550,608.0,https://philadelphia.craigslist.org/apa/d/philadelphia-luxury-studio-apartment-in/7279103545.html,, (18 N 3RD ST #3R),2021-02-18 08:34, 1Ba,0BR ,39.9474,-75.1473,both pets,in unit,no,nan,multi,nan
767,767,NEW CONSTRUCTION 3BR 3BA BI-LEVEL UNIT IN NORRIS SQUARE!!!,2200,,https://philadelphia.craigslist.org/apa/d/philadelphia-new-construction-3br-3ba/7279099441.html,3.0, (Norris Square),2021-02-18 08:33, 3Ba,3BR ,39.983688,-75.145671,both pets,in unit,no,nan,multi,nan
768,768,Green Forest Apartments is the place to be!!!,895,,https://philadelphia.craigslist.org/apa/d/green-forest-apartments-is-the-place-to/7279102446.html,2.0, (Delaware County),2021-02-18 08:30, 1Ba,2BR ,39.8498,-75.3747,dogs,on site,off-street,nan,multi,nan
769,769,Green Forest Apartments is the place to be!!!,895,,https://philadelphia.craigslist.org/apa/d/green-forest-apartments-is-the-place-to/7279102241.html,2.0, (Delaware County),2021-02-18 08:29, 1Ba,2BR ,39.8498,-75.3747,dogs,on site,off-street,nan,multi,nan
770,770,Green Forest Apartments is the place to be!!!,895,,https://philadelphia.craigslist.org/apa/d/green-forest-apartments-is-the-place-to/7279102182.html,2.0, (Delaware County),2021-02-18 08:29, 1Ba,2BR ,39.8498,-75.3747,dogs,on site,off-street,nan,multi,nan
771,771,"Brand new renovation home in POINT BREEZE!  Brand new kitchen, baths!",1800,1100.0,https://philadelphia.craigslist.org/apa/d/philadelphia-brand-new-renovation-home/7279102054.html,3.0, (Point Breeze),2021-02-18 08:29, 2Ba,3BR ,39.932521,-75.188219,cats,in unit,no,nan,multi,nan
772,772,*Apt.1Br. Sunny Private Deck Great location across from Park,1200,,https://philadelphia.craigslist.org/apa/d/philadelphia-apt1br-sunny-private-deck/7264413609.html,1.0, (11th&Pine st. CenterCity Phila.),2021-02-18 08:26, 1Ba,1BR ,39.94497,-75.160316,no pet,on site,no,nan,multi,no smoking
773,773,"3BR corner home, central air, private yard, brand new rehab, 3BR/2.5BA",1800,1500.0,https://philadelphia.craigslist.org/apa/d/philadelphia-3br-corner-home-central/7279100953.html,3.0, (Kingsessing),2021-02-18 08:25, 2.5Ba,3BR ,39.9448,-75.2288,cats,in unit,no,nan,multi,nan
774,774,I want to buy your house in Delaware County for Cash!,0,,https://philadelphia.craigslist.org/apa/d/media-want-to-buy-your-house-in/7273260512.html,, (Delaware County),2021-02-18 08:24, splitBa,0BR ,39.9188,-75.3991,no pet,no laundry,no,nan,multi,nan
775,775,"Full Size Washer and Dryer, Hardwood Flooring, Full Basement",1000,790.0,https://philadelphia.craigslist.org/apa/d/philadelphia-full-size-washer-and-dryer/7276187029.html,1.0," (6242 Roosevelt Boulevard, Philadelphia, PA)",2021-02-18 08:21, 1Ba,1BR ,40.03458,-75.073844,both pets,no laundry,proctected,nan,multi,nan
776,776,Luxury studio in the heart of Center city (Includes All Utilities),975,410.0,https://philadelphia.craigslist.org/apa/d/philadelphia-luxury-studio-in-the-heart/7278078369.html,, (Center city),2021-02-18 08:20, 1Ba,0BR ,39.948216,-75.164579,both pets,on site,no,nan,multi,nan
777,777,THIS 1 BEDROOM 1 BATH IS APPROXIMATELY 675 SQUARE FEET,1430,675.0,https://philadelphia.craigslist.org/apa/d/philadelphia-this-bedroom-bath-is/7272442038.html,1.0, (1827-31 PINE ST #306R),2021-02-18 08:19, 1Ba,1BR ,39.9513,-75.1741,both pets,in unit,no,nan,multi,nan
778,778,STEPS FROM THE THEATER DISTRICT AND RITTENHOUSE SQUARE,2210,1264.0,https://philadelphia.craigslist.org/apa/d/philadelphia-steps-from-the-theater/7272445970.html,2.0, (1500 LOCUST ST #2B/2BA),2021-02-18 08:18, 2Ba,2BR ,39.9489,-75.1661,both pets,in unit,no,nan,multi,nan
779,779,HUGE 2 BEDROOM APARTMENT IN PRIME QUEEN VILLAGE LOCATION.,2100,1875.0,https://philadelphia.craigslist.org/apa/d/philadelphia-huge-bedroom-apartment-in/7272444789.html,2.0, (711 S 2ND ST),2021-02-18 08:17, 1.5Ba,2BR ,39.9362,-75.1563,both pets,in unit,no,nan,multi,nan
780,780,"THE BUILDING HAS A HISTORIC BROWNSTONE EXTERIOR, GRANDIOSE INTERIOR",1430,675.0,https://philadelphia.craigslist.org/apa/d/philadelphia-the-building-has-historic/7272949978.html,1.0, (1827-31 PINE ST #105R),2021-02-18 08:11, 1Ba,1BR ,39.9513,-75.1741,both pets,in unit,no,nan,multi,nan
781,781,"EXCELLENT LOCATION IN CHINATOWN, THIS IS 2 BEDROOM AND 2 FULL BATHROOM",1800,900.0,https://philadelphia.craigslist.org/apa/d/philadelphia-excellent-location-in/7264424485.html,2.0, (CHINATOWN),2021-02-18 08:11, 2Ba,2BR ,39.9487,-75.1593,no pet,on site,no,nan,multi,nan
782,782,THIS STUNNING 2 BED 2 BATH BI-LEVEL APARTMENT WITH PARKING BOASTS ORIG,3000,1563.0,https://philadelphia.craigslist.org/apa/d/philadelphia-this-stunning-bed-bath-bi/7272974052.html,2.0, (1524 PINE ST #3),2021-02-18 08:11, 2Ba,2BR ,39.9489,-75.1661,both pets,in unit,no,nan,multi,nan
783,783,LUXURY 2 BA 2 BA!,2250,805.0,https://philadelphia.craigslist.org/apa/d/philadelphia-luxury-ba-ba/7274394585.html,2.0, (Passyunk Square),2021-02-18 08:03, 2Ba,2BR ,39.933054,-75.159177,both pets,in unit,no,wood,multi,no smoking
784,784,BRAND NEW 1 BED IN PASSYUNK,1700,583.0,https://philadelphia.craigslist.org/apa/d/philadelphia-brand-new-bed-in-passyunk/7274392821.html,1.0, (Passyunk Square),2021-02-18 08:02, 1Ba,1BR ,39.933054,-75.159177,both pets,in unit,no,nan,multi,no smoking
785,785,MODERN Brand New Construction 1 Bedroom!,1700,637.0,https://philadelphia.craigslist.org/apa/d/philadelphia-modern-brand-new/7274430232.html,1.0, (Passyunk Square),2021-02-18 08:02, 1Ba,1BR ,39.933644,-75.166684,both pets,in unit,no,nan,multi,no smoking
786,786,BRAND NEW CONSTRUCTION *2BD*2BA*,2200,866.0,https://philadelphia.craigslist.org/apa/d/philadelphia-brand-new-construction/7274431869.html,2.0, (Passyunk Square),2021-02-18 08:01, 2Ba,2BR ,39.933644,-75.166684,both pets,in unit,no,wood,multi,no smoking
787,787,"CHECK OUT THIS MUST SEE 2 BEDROOM, 2 BATH APARTMENT WITH AMAZING URBAN",2315,1038.0,https://philadelphia.craigslist.org/apa/d/philadelphia-check-out-this-must-see/7272987037.html,2.0, (234 N COLUMBUS BLVD #402),2021-02-18 07:59, 2Ba,2BR ,39.9474,-75.1473,both pets,in unit,no,nan,multi,nan
788,788,BILEVEL 3 BED 2 BATH ON 2 ND AND 3 RD FLOOR.WOOD FLOOR,2200,3669.0,https://philadelphia.craigslist.org/apa/d/philadelphia-bilevel-bed-bath-on-nd-and/7272977841.html,3.0, (618 S 2ND ST #2R),2021-02-18 07:59, 2Ba,3BR ,39.9362,-75.1563,no pet,on site,no,nan,single,nan
789,789,BE THE FIRST TO LIVE IN LOGAN SQUARE'S NEWEST PREMIUM APARTMENT,1495,500.0,https://philadelphia.craigslist.org/apa/d/philadelphia-be-the-first-to-live-in/7272977764.html,1.0, (1520 HAMILTON ST #1B/1BA),2021-02-18 07:59, 1Ba,1BR ,39.9677,-75.1735,both pets,in unit,no,nan,multi,nan
790,790,FULLY FURNISHED RENTAL!!! LOVELY TWO-BEDROOM ONE-BATHROOM HOME,2400,1016.0,https://philadelphia.craigslist.org/apa/d/philadelphia-fully-furnished-rental/7271903000.html,2.0, (GRADUATE HOSPITAL),2021-02-18 07:59, 1Ba,2BR ,39.9379,-75.1794,no pet,on site,no,nan,multi,nan
791,791,Full Size Kitchens; Short Term Leases – Studio Suites!!!,1556,,https://philadelphia.craigslist.org/apa/d/malvern-full-size-kitchens-short-term/7279094864.html,1.0, (Malvern),2021-02-18 07:58, 1Ba,1BR ,40.057031,-75.529129,both pets,on site,off-street,nan,multi,no smoking
792,792,College Manor Unit-2B,1120,350.0,https://philadelphia.craigslist.org/apa/d/philadelphia-college-manor-unit-2b/7278069296.html,, (834 Pine Street),2021-02-18 07:50, 1Ba,0BR ,39.944512,-75.156644,both pets,on site,no,wood,multi,nan
793,793,CRANE CHINATOWN WAS BUILT WITH COMMUNITY AND CONNECTION IN MIND.,1463,665.0,https://philadelphia.craigslist.org/apa/d/philadelphia-crane-chinatown-was-built/7272975647.html,1.0, (1001 VINE STREET #1B1BA),2021-02-18 07:49, 1Ba,1BR ,39.9487,-75.1593,both pets,on site,off-street,nan,multi,nan
794,794,HUGE 2 BEDROOM APARTMENT IN PRIME QUEEN VILLAGE LOCATION.,2100,1875.0,https://philadelphia.craigslist.org/apa/d/philadelphia-huge-bedroom-apartment-in/7272977824.html,2.0, (711 S 2ND ST),2021-02-18 07:49, 1.5Ba,2BR ,39.9362,-75.1563,both pets,in unit,no,nan,multi,nan
795,795,"AVAILABLE MARCH 1, 2021! AN AMAZING 2 BED/1 BATH IN A BRAND NEW CONSTR",1995,800.0,https://philadelphia.craigslist.org/apa/d/philadelphia-available-march-an-amazing/7272406346.html,2.0, (1516 GREEN ST #E),2021-02-18 07:48, 1Ba,2BR ,39.9677,-75.1735,both pets,in unit,no,nan,multi,nan
796,796,CONTEMPORARY CONDOMINIUM TOWNHOME IN THE PRIME ART,3000,2282.0,https://philadelphia.craigslist.org/apa/d/philadelphia-contemporary-condominium/7272973882.html,3.0, (2339 WALLACE ST #A),2021-02-18 07:48, 2.5Ba,3BR ,39.9677,-75.1735,both pets,on site,proctected,nan,single,nan
797,797,A BRAND NEW LOFT-STYLE APARTMENT WAS AVAILABLE IN WASHINGTON SQUARE,2399,96.0,https://philadelphia.craigslist.org/apa/d/philadelphia-brand-new-loft-style/7268964907.html,2.0, (WASHINGTON SQ),2021-02-18 07:47, 2Ba,2BR ,39.9487,-75.1593,both pets,in unit,no,nan,multi,nan
798,798,2 BEDROOM 2 FULL BATH UNIT AT THE MERCANTILE BUILDING,2500,1294.0,https://philadelphia.craigslist.org/apa/d/philadelphia-bedroom-full-bath-unit-at/7264427789.html,2.0, (OLD CITY),2021-02-18 07:47, 2Ba,2BR ,39.9474,-75.1473,both pets,in unit,off-street,nan,multi,nan
799,799,"24/7 Emergency Maintenance, Eat in Kitchen, Water and Sewer Included",895,706.0,https://philadelphia.craigslist.org/apa/d/philadelphia-24-emergency-maintenance/7276501917.html,1.0," (5600 Ogontz Avenue, Philadelphia, PA)",2021-02-18 07:40, 1Ba,1BR ,40.038971,-75.149988,cats,on site,proctected,nan,multi,nan
800,800,"THE BEDROOM IS TO THE LEFT, NEXT TO A FULL BATH.",1525,900.0,https://philadelphia.craigslist.org/apa/d/philadelphia-the-bedroom-is-to-the-left/7264427677.html,1.0, (NORTHERN LIBERTIES),2021-02-18 07:31, 1Ba,1BR ,39.966,-75.151,no pet,on site,no,nan,single,nan
801,801,THIS THIRD FLOOR 2 BEDROOMS AND 2 FULL BATHROOMS HAS STAINLESS STEEL A,2350,1000.0,https://philadelphia.craigslist.org/apa/d/philadelphia-this-third-floor-bedrooms/7265908523.html,2.0, (NORTHERN LIBERTIES),2021-02-18 07:31, 2Ba,2BR ,39.966,-75.151,both pets,in unit,proctected,nan,multi,nan
802,802,"THIS IS A CORNER HOUSE APARTMENT WITH BACK YARD AND PRIVATE BALCONY,",1650,2284.0,https://philadelphia.craigslist.org/apa/d/philadelphia-this-is-corner-house/7277654443.html,2.0, (232 BROWN ST),2021-02-18 07:30, 1.5Ba,2BR ,39.966,-75.151,no pet,on site,no,nan,single,nan
803,803,RENOVATED TWO-FLOOR APARTMENT IN AN AMAZING BELLA VISTA LOCATION,2200,2058.0,https://philadelphia.craigslist.org/apa/d/philadelphia-renovated-two-floor/7277656275.html,2.0, (916 CATHARINE ST #803),2021-02-18 07:30, 1.5Ba,2BR ,39.9362,-75.1563,both pets,on site,no,nan,multi,nan
804,804,SPACIOUS 1 BEDROOM UNIT WITH RECENTLY UPDATED FEATURES,1720,580.0,https://philadelphia.craigslist.org/apa/d/philadelphia-spacious-bedroom-unit-with/7277659452.html,1.0, (1100 SPRUCE ST #3R),2021-02-18 07:30, 1Ba,1BR ,39.9487,-75.1593,both pets,in unit,no,nan,multi,nan
805,805,Where Luxury Meets Convenience,3156,1452.0,https://philadelphia.craigslist.org/apa/d/cherry-hill-where-luxury-meets/7279089831.html,2.0, (Cherry Hill),2021-02-18 07:29, 2Ba,2BR ,39.9308,-75.0175,no pet,in unit,off-street,nan,multi,no smoking
806,806,THE COLONIAL APARTMENTS AT 1100 SPRUCE STREET ARE LOCATED IN WASHINGTO,2230,1000.0,https://philadelphia.craigslist.org/apa/d/philadelphia-the-colonial-apartments-at/7277660784.html,2.0, (1100 SPRUCE ST #3D),2021-02-18 07:24, 2Ba,2BR ,39.9487,-75.1593,both pets,in unit,no,nan,multi,nan
807,807,QUEENSWALK IS A NEW LUXURY TOWNHOUSE DEVELOPMENT LOCATED IN QUEEN VILL,2950,2064.0,https://philadelphia.craigslist.org/apa/d/philadelphia-queenswalk-is-new-luxury/7277648964.html,3.0, (914 S 5TH ST #A),2021-02-18 07:24, 3Ba,3BR ,39.9362,-75.1563,both pets,on site,proctected,nan,single,nan
808,808,THIS IS COMPLETELY RENOVATED BI-LEVEL TWO BED ROOM APT,1800,1920.0,https://philadelphia.craigslist.org/apa/d/philadelphia-this-is-completely/7277659474.html,2.0, (608 S 5TH ST),2021-02-18 07:23, 1Ba,2BR ,39.9362,-75.1563,both pets,on site,no,nan,multi,nan
809,809,ALL OF THE RESIDENTS OF THE AVENUE HAVE ACCESS TO THE FULLY FURNISHED,1700,700.0,https://philadelphia.craigslist.org/apa/d/philadelphia-all-of-the-residents-of/7275883729.html,1.0, (1513 RIDGE AVE #301),2021-02-18 07:22, 1Ba,1BR ,39.9677,-75.1735,both pets,on site,no,nan,single,nan
810,810,AN AMAZING 3 BED/3 BATH IN A BRAND NEW CONSTRUCTION,2945,,https://philadelphia.craigslist.org/apa/d/philadelphia-an-amazing-bed-bath-in/7277660797.html,3.0, (1516 GREEN ST #B),2021-02-18 07:13, 3Ba,3BR ,39.9677,-75.1735,both pets,on site,no,nan,multi,nan
811,811,"AVAILABLE MARCH 1, 2021! AN AMAZING 2 BED/1 BATH IN A BRAND NEW CONSTR",1990,800.0,https://philadelphia.craigslist.org/apa/d/philadelphia-available-march-an-amazing/7277660779.html,2.0, (1516 GREEN ST #E),2021-02-18 07:13, 1Ba,2BR ,39.9677,-75.1735,both pets,in unit,no,nan,multi,nan
812,812,THE SOCIETY HILL BUILDING IS A BEAUTIFUL MID-RISE COMMUNITY LOCATED IN,1825,1100.0,https://philadelphia.craigslist.org/apa/d/philadelphia-the-society-hill-building/7277659498.html,2.0, (701 SANSOM ST #603),2021-02-18 07:13, 1Ba,2BR ,39.9474,-75.1473,both pets,on site,no,nan,multi,nan
813,813,START THE NEW YEAR IN THIS FABULOUS 3 BEDROOM WITH FOREVER VIEWS OF TH,2995,1600.0,https://philadelphia.craigslist.org/apa/d/philadelphia-start-the-new-year-in-this/7277652172.html,3.0, (2201 PENNSYLVANIA AVE #807),2021-02-18 07:12, 2Ba,3BR ,39.9677,-75.1735,both pets,on site,no,nan,multi,nan
814,814,"PRISTINE, SPACIOUS 1 BEDROOM LOFT CONDOMINIUM FOR RENT. 1-CAR SECURE",1600,919.0,https://philadelphia.craigslist.org/apa/d/philadelphia-pristine-spacious-bedroom/7277657964.html,1.0, (627 N 18TH ST #104),2021-02-18 07:11, 1Ba,1BR ,39.9677,-75.1735,both pets,in unit,off-street,nan,multi,nan
815,815,ENJOY LIVING IN THIS FANTASTIC AND WELL DESIGNED TWO BEDROOM RESIDENCE,1730,,https://philadelphia.craigslist.org/apa/d/philadelphia-enjoy-living-in-this/7277648996.html,2.0, (235 S 15TH ST #601),2021-02-18 07:10, 1Ba,2BR ,39.9489,-75.1661,both pets,on site,no,nan,multi,nan
816,816,LARGE 2 BEDROOM APARTMENT ON A DESIRED BLOCK IN FISHTOWN!,1800,338.0,https://philadelphia.craigslist.org/apa/d/philadelphia-large-bedroom-apartment-on/7277659489.html,2.0, (1217 CREASE ST #2ND FLOOR),2021-02-18 07:10, 1Ba,2BR ,39.9788,-75.1262,both pets,on site,no,nan,single,nan
817,817,URBAN CHARM AND SPACIOUS FLOORPLANS WITH HARDWOOD FLOORING THROUGHOUT!,1415,600.0,https://philadelphia.craigslist.org/apa/d/philadelphia-urban-charm-and-spacious/7277657901.html,1.0, (723 SPRUCE ST #2F),2021-02-18 07:09, 1Ba,1BR ,39.9474,-75.1473,both pets,on site,no,nan,multi,nan
818,818,"CLEAN, SPACIOUS, 2 BEDROOM 2 1/2 BATHROOM UNIT IN THE BELGRAVIA, A WEL",2600,1329.0,https://philadelphia.craigslist.org/apa/d/philadelphia-clean-spacious-bedroom/7277648390.html,2.0, (1811-19 CHESTNUT ST #202),2021-02-18 07:09, 2.5Ba,2BR ,39.9513,-75.1741,both pets,on site,no,nan,multi,nan
819,819,A LOFTED 1 BEDROOM APARTMENT IN THE HEART OF FAIRMOUNT.,1350,562.0,https://philadelphia.craigslist.org/apa/d/philadelphia-lofted-bedroom-apartment/7277657897.html,1.0, (1832 GREEN ST #E),2021-02-18 07:08, 1Ba,1BR ,39.9677,-75.1735,both pets,on site,no,nan,multi,nan
